t,rt,cond,sub,a,r,acc,s,block
72,838,1,242,2,1,0,2,1
73,NaN,1,242,1,0,NaN,3,1
74,1088,1,242,2,1,1,1,1
75,983,1,242,2,0,0,2,1
76,894,1,242,2,0,0,2,1
77,431,1,242,2,1,NaN,3,1
78,742,1,242,2,1,1,1,1
79,NaN,1,242,1,1,1,2,1
80,NaN,1,242,1,1,NaN,3,1
81,529,1,242,2,1,1,1,1
82,429,1,242,2,0,0,2,1
83,1440,1,242,2,0,NaN,3,1
84,1117,1,242,2,0,1,1,1
85,394,1,242,2,0,0,2,1
86,934,1,242,2,0,1,1,1
87,NaN,1,242,1,1,NaN,3,1
88,847,1,242,2,1,NaN,3,1
89,849,1,242,2,1,1,1,1
90,361,1,242,2,0,0,2,1
91,769,1,242,2,1,1,1,1
92,481,1,242,2,1,NaN,3,1
93,NaN,1,242,1,0,1,2,1
94,832,1,242,2,1,1,1,1
95,524,1,242,2,0,NaN,3,1
96,NaN,1,242,1,1,1,2,1
97,462,1,242,2,1,1,1,1
98,551,1,242,2,0,0,2,1
99,1333,1,242,2,0,NaN,3,1
100,447,1,242,2,1,1,1,1
101,946,1,242,2,1,0,2,1
102,NaN,1,242,1,1,NaN,3,1
103,NaN,1,242,1,1,0,1,1
104,545,1,242,2,0,NaN,3,1
105,656,1,242,2,0,0,2,1
106,822,1,242,2,1,1,1,1
107,1478,1,242,2,1,NaN,3,1
108,1179,1,242,2,0,0,2,1
109,NaN,1,242,1,1,1,2,1
110,736,1,242,2,0,NaN,3,1
111,1270,1,242,2,1,1,1,1
112,1683,1,242,2,1,1,1,1
113,1505,1,242,2,1,NaN,3,1
114,1475,1,242,2,0,0,2,1
115,NaN,1,242,1,0,0,1,1
116,1135,1,242,2,0,0,2,1
117,899,1,242,2,0,NaN,3,1
118,NaN,1,242,1,0,0,1,1
119,1640,1,242,2,1,NaN,3,1
120,1006,1,242,2,1,0,2,1
1,1202,1,243,2,0,NaN,3,1
2,809,1,243,2,0,0,2,1
3,1822,1,243,2,1,1,1,1
4,1371,1,243,2,1,NaN,3,1
5,NaN,1,243,1,1,1,2,1
6,749,1,243,2,0,1,1,1
7,974,1,243,2,0,0,2,1
8,1157,1,243,2,1,1,1,1
9,1497,1,243,2,1,NaN,3,1
10,NaN,1,243,1,1,0,1,1
11,NaN,1,243,1,0,1,2,1
12,654,1,243,2,0,NaN,3,1
13,NaN,1,243,1,0,1,2,1
14,666,1,243,2,0,NaN,3,1
15,390,1,243,2,1,1,1,1
16,NaN,1,243,1,1,NaN,3,1
17,683,1,243,2,0,1,1,1
18,766,1,243,2,0,0,2,1
19,447,1,243,2,0,0,2,1
20,1284,1,243,2,0,1,1,1
21,1406,1,243,2,0,NaN,3,1
22,NaN,1,243,1,1,1,2,1
23,422,1,243,2,1,NaN,3,1
24,554,1,243,2,1,1,1,1
25,406,1,243,2,1,0,2,1
26,752,1,243,2,0,NaN,3,1
27,NaN,1,243,1,0,0,1,1
28,NaN,1,243,1,0,0,1,1
29,653,1,243,2,1,NaN,3,1
30,1662,1,243,2,0,0,2,1
31,NaN,1,243,1,1,1,2,1
32,650,1,243,2,0,1,1,1
33,1344,1,243,2,0,NaN,3,1
34,NaN,1,243,1,1,1,2,1
35,571,1,243,2,1,1,1,1
36,666,1,243,2,1,NaN,3,1
37,1069,1,243,2,0,0,2,1
38,NaN,1,243,1,1,NaN,3,1
39,558,1,243,2,1,1,1,1
40,737,1,243,2,0,0,2,1
41,1442,1,243,2,0,1,1,1
42,NaN,1,243,1,1,NaN,3,1
43,777,1,243,2,1,NaN,3,1
44,414,1,243,2,0,0,2,1
45,NaN,1,243,1,0,0,1,1
46,NaN,1,243,1,1,0,1,1
47,334,1,243,2,0,NaN,3,1
48,NaN,1,243,1,1,1,2,1
49,545,1,243,2,0,0,2,1
50,509,1,243,2,1,NaN,3,1
51,NaN,1,243,1,0,0,1,1
52,1526,1,243,2,1,1,1,1
53,1297,1,243,2,1,NaN,3,1
54,NaN,1,243,1,1,1,2,1
55,NaN,1,243,1,0,1,2,1
56,500,1,243,2,1,1,1,1
57,NaN,1,243,1,1,NaN,3,1
58,NaN,1,243,1,0,0,1,1
59,885,1,243,2,0,NaN,3,1
60,1080,1,243,2,1,0,2,1
61,1198,1,243,2,1,NaN,3,1
62,621,1,243,2,1,1,1,1
63,800,1,243,2,0,0,2,1
64,NaN,1,243,1,0,0,1,1
65,1182,1,243,2,0,NaN,3,1
66,1111,1,243,2,0,0,2,1
67,566,1,243,2,0,0,2,1
68,NaN,1,243,1,0,0,1,1
69,938,1,243,2,1,NaN,3,1
70,762,1,243,2,1,1,1,1
71,668,1,243,2,0,0,2,1
72,NaN,1,243,1,0,NaN,3,1
73,1202,1,243,2,0,NaN,3,1
74,906,1,243,2,0,1,1,1
75,620,1,243,2,0,0,2,1
76,1936,1,243,2,0,NaN,3,1
77,NaN,1,243,1,1,1,2,1
78,638,1,243,2,1,1,1,1
79,458,1,243,2,0,0,2,1
80,NaN,1,243,1,0,0,1,1
81,660,1,243,2,1,NaN,3,1
82,737,1,243,2,1,NaN,3,1
83,NaN,1,243,1,0,0,1,1
84,NaN,1,243,1,1,1,2,1
85,1726,1,243,2,1,0,2,1
86,1054,1,243,2,1,1,1,1
87,NaN,1,243,1,0,NaN,3,1
88,NaN,1,243,1,1,1,2,1
89,973,1,243,2,1,NaN,3,1
90,NaN,1,243,1,0,0,1,1
91,1110,1,243,2,0,1,1,1
92,434,1,243,2,1,0,2,1
93,NaN,1,243,1,0,NaN,3,1
94,993,1,243,2,1,NaN,3,1
95,NaN,1,243,1,0,0,1,1
96,567,1,243,2,1,0,2,1
97,1212,1,243,2,1,NaN,3,1
98,1822,1,243,2,1,1,1,1
99,NaN,1,243,1,1,1,2,1
100,1962,1,243,2,0,NaN,3,1
101,NaN,1,243,1,0,1,2,1
102,NaN,1,243,1,0,0,1,1
103,401,1,243,2,1,1,1,1
104,666,1,243,2,1,0,2,1
105,816,1,243,2,1,NaN,3,1
106,1492,1,243,2,1,1,1,1
107,NaN,1,243,1,0,1,2,1
108,715,1,243,2,1,NaN,3,1
109,1146,1,243,2,1,1,1,1
110,517,1,243,2,0,0,2,1
111,798,1,243,2,0,NaN,3,1
112,NaN,1,243,1,1,0,1,1
113,752,1,243,2,0,0,2,1
114,1380,1,243,2,1,NaN,3,1
115,889,1,243,2,1,1,1,1
116,NaN,1,243,1,0,1,2,1
117,NaN,1,243,1,0,NaN,3,1
118,867,1,243,2,1,0,2,1
119,610,1,243,2,1,1,1,1
120,598,1,243,2,0,NaN,3,1
1,92,1,244,2,0,0,2,1
2,43,1,244,2,1,NaN,3,1
3,109,1,244,2,1,1,1,1
4,122,1,244,2,1,NaN,3,1
5,43,1,244,2,1,0,2,1
6,108,1,244,2,1,1,1,1
7,122,1,244,2,0,0,2,1
8,42,1,244,2,1,NaN,3,1
9,109,1,244,2,0,1,1,1
10,123,1,244,2,0,1,1,1
11,44,1,244,2,0,0,2,1
12,109,1,244,2,1,NaN,3,1
13,122,1,244,2,1,1,1,1
14,43,1,244,2,0,0,2,1
15,109,1,244,2,0,NaN,3,1
16,121,1,244,2,0,1,1,1
17,44,1,244,2,1,0,2,1
18,107,1,244,2,0,NaN,3,1
19,123,1,244,2,1,1,1,1
20,44,1,244,2,1,NaN,3,1
21,109,1,244,2,1,0,2,1
22,122,1,244,2,0,0,2,1
23,43,1,244,2,1,NaN,3,1
24,109,1,244,2,1,1,1,1
25,123,1,244,2,1,NaN,3,1
26,42,1,244,2,0,0,2,1
27,108,1,244,2,1,1,1,1
28,123,1,244,2,0,1,1,1
29,44,1,244,2,1,0,2,1
30,108,1,244,2,1,NaN,3,1
31,122,1,244,2,1,NaN,3,1
32,44,1,244,2,1,1,1,1
33,108,1,244,2,0,0,2,1
34,122,1,244,2,1,NaN,3,1
35,43,1,244,2,1,1,1,1
36,108,1,244,2,0,0,2,1
37,123,1,244,2,1,0,2,1
38,43,1,244,2,1,1,1,1
39,109,1,244,2,1,NaN,3,1
40,122,1,244,2,0,NaN,3,1
41,43,1,244,2,1,1,1,1
42,109,1,244,2,0,0,2,1
43,122,1,244,2,1,0,2,1
44,43,1,244,2,1,1,1,1
45,108,1,244,2,1,NaN,3,1
46,122,1,244,2,1,1,1,1
47,44,1,244,2,0,0,2,1
48,109,1,244,2,1,NaN,3,1
49,122,1,244,2,1,1,1,1
50,44,1,244,2,0,0,2,1
51,109,1,244,2,0,NaN,3,1
52,122,1,244,2,1,0,2,1
53,45,1,244,2,1,NaN,3,1
54,107,1,244,2,0,1,1,1
55,123,1,244,2,1,0,2,1
56,43,1,244,2,1,1,1,1
57,109,1,244,2,0,NaN,3,1
58,122,1,244,2,0,NaN,3,1
59,43,1,244,2,0,0,2,1
60,108,1,244,2,0,1,1,1
61,131,1,244,2,1,1,1,1
62,120,1,244,2,1,0,2,1
63,NaN,1,244,1,0,NaN,3,1
64,44,1,244,2,1,NaN,3,1
65,43,1,244,2,1,1,1,1
66,108,1,244,2,0,0,2,1
67,123,1,244,2,0,0,2,1
68,44,1,244,2,0,NaN,3,1
69,109,1,244,2,1,1,1,1
70,123,1,244,2,1,1,1,1
71,43,1,244,2,1,NaN,3,1
72,109,1,244,2,1,0,2,1
73,122,1,244,2,1,NaN,3,1
74,43,1,244,2,1,1,1,1
75,109,1,244,2,0,0,2,1
76,122,1,244,2,1,NaN,3,1
77,43,1,244,2,1,1,1,1
78,108,1,244,2,0,0,2,1
79,123,1,244,2,1,1,1,1
80,43,1,244,2,1,NaN,3,1
81,108,1,244,2,0,0,2,1
82,123,1,244,2,0,NaN,3,1
83,44,1,244,2,0,0,2,1
84,109,1,244,2,1,1,1,1
85,123,1,244,2,0,NaN,3,1
86,43,1,244,2,1,1,1,1
87,108,1,244,2,1,0,2,1
88,124,1,244,2,0,NaN,3,1
89,42,1,244,2,1,0,2,1
90,108,1,244,2,1,1,1,1
91,122,1,244,2,0,0,2,1
92,43,1,244,2,1,1,1,1
93,108,1,244,2,1,NaN,3,1
94,122,1,244,2,1,1,1,1
95,44,1,244,2,1,NaN,3,1
96,108,1,244,2,0,0,2,1
97,123,1,244,2,1,0,2,1
98,43,1,244,2,1,1,1,1
99,110,1,244,2,1,NaN,3,1
100,121,1,244,2,0,1,1,1
101,44,1,244,2,0,NaN,3,1
102,109,1,244,2,0,0,2,1
103,122,1,244,2,0,0,2,1
104,43,1,244,2,1,1,1,1
105,109,1,244,2,1,NaN,3,1
106,122,1,244,2,1,NaN,3,1
107,45,1,244,2,1,1,1,1
108,110,1,244,2,0,0,2,1
109,121,1,244,2,0,NaN,3,1
110,43,1,244,2,0,0,2,1
111,108,1,244,2,0,1,1,1
112,122,1,244,2,0,NaN,3,1
113,44,1,244,2,1,0,2,1
114,108,1,244,2,0,1,1,1
115,122,1,244,2,0,0,2,1
116,44,1,244,2,0,1,1,1
117,108,1,244,2,0,NaN,3,1
118,122,1,244,2,0,NaN,3,1
119,43,1,244,2,0,1,1,1
120,110,1,244,2,0,0,2,1
1,537,1,245,2,0,0,2,1
2,812,1,245,2,1,NaN,3,1
3,875,1,245,2,1,1,1,1
4,685,1,245,2,1,NaN,3,1
5,639,1,245,2,1,1,1,1
6,NaN,1,245,1,1,1,2,1
7,821,1,245,2,1,1,1,1
8,NaN,1,245,1,1,1,2,1
9,1055,1,245,2,0,NaN,3,1
10,858,1,245,2,1,1,1,1
11,978,1,245,2,0,0,2,1
12,NaN,1,245,1,1,NaN,3,1
13,691,1,245,2,0,0,2,1
14,821,1,245,2,1,1,1,1
15,487,1,245,2,0,NaN,3,1
16,864,1,245,2,1,1,1,1
17,750,1,245,2,0,0,2,1
18,1340,1,245,2,0,NaN,3,1
19,1157,1,245,2,1,0,2,1
20,654,1,245,2,0,1,1,1
21,847,1,245,2,0,NaN,3,1
22,571,1,245,2,1,0,2,1
23,NaN,1,245,1,0,NaN,3,1
24,1390,1,245,2,1,1,1,1
25,1157,1,245,2,1,1,1,1
26,1019,1,245,2,0,0,2,1
27,1002,1,245,2,0,NaN,3,1
28,NaN,1,245,1,1,1,2,1
29,NaN,1,245,1,1,NaN,3,1
30,688,1,245,2,1,1,1,1
31,489,1,245,2,0,0,2,1
32,1018,1,245,2,1,NaN,3,1
33,814,1,245,2,0,1,1,1
34,1276,1,245,2,1,1,1,1
35,687,1,245,2,1,NaN,3,1
36,723,1,245,2,0,0,2,1
37,921,1,245,2,1,NaN,3,1
38,NaN,1,245,1,0,0,1,1
39,1290,1,245,2,0,0,2,1
40,1140,1,245,2,0,NaN,3,1
41,NaN,1,245,1,1,1,2,1
42,867,1,245,2,1,1,1,1
43,1010,1,245,2,1,0,2,1
44,830,1,245,2,0,1,1,1
45,NaN,1,245,1,1,NaN,3,1
46,1114,1,245,2,1,1,1,1
47,989,1,245,2,0,0,2,1
48,798,1,245,2,1,NaN,3,1
49,882,1,245,2,1,1,1,1
50,NaN,1,245,1,0,1,2,1
51,634,1,245,2,1,NaN,3,1
52,626,1,245,2,1,NaN,3,1
53,737,1,245,2,1,1,1,1
54,1202,1,245,2,0,0,2,1
55,883,1,245,2,1,1,1,1
56,NaN,1,245,1,1,NaN,3,1
57,NaN,1,245,1,0,1,2,1
58,935,1,245,2,1,0,2,1
59,768,1,245,2,1,1,1,1
60,NaN,1,245,1,0,NaN,3,1
61,833,1,245,2,0,0,2,1
62,815,1,245,2,1,NaN,3,1
63,705,1,245,2,1,1,1,1
64,683,1,245,2,0,NaN,3,1
65,NaN,1,245,1,1,1,2,1
66,786,1,245,2,0,1,1,1
67,854,1,245,2,1,1,1,1
68,1165,1,245,2,0,0,2,1
69,793,1,245,2,0,NaN,3,1
70,1223,1,245,2,0,0,2,1
71,NaN,1,245,1,0,NaN,3,1
72,1395,1,245,2,0,1,1,1
73,712,1,245,2,0,0,2,1
74,NaN,1,245,1,0,0,1,1
75,NaN,1,245,1,1,NaN,3,1
76,696,1,245,2,1,NaN,3,1
77,709,1,245,2,1,1,1,1
78,1257,1,245,2,0,0,2,1
79,NaN,1,245,1,1,1,2,1
80,528,1,245,2,1,1,1,1
81,1045,1,245,2,0,NaN,3,1
82,951,1,245,2,0,0,2,1
83,715,1,245,2,1,1,1,1
84,779,1,245,2,1,NaN,3,1
85,579,1,245,2,1,NaN,3,1
86,NaN,1,245,1,1,1,2,1
87,829,1,245,2,1,1,1,1
88,529,1,245,2,1,1,1,1
89,NaN,1,245,1,0,NaN,3,1
90,939,1,245,2,0,0,2,1
91,1320,1,245,2,1,NaN,3,1
92,1396,1,245,2,1,0,2,1
93,562,1,245,2,1,1,1,1
94,NaN,1,245,1,1,1,2,1
95,801,1,245,2,1,NaN,3,1
96,691,1,245,2,0,1,1,1
97,730,1,245,2,0,NaN,3,1
98,NaN,1,245,1,1,0,1,1
99,971,1,245,2,1,0,2,1
100,891,1,245,2,0,0,2,1
101,NaN,1,245,1,0,NaN,3,1
102,922,1,245,2,1,1,1,1
103,NaN,1,245,1,1,NaN,3,1
104,777,1,245,2,1,1,1,1
105,1128,1,245,2,0,0,2,1
106,864,1,245,2,0,1,1,1
107,1112,1,245,2,0,0,2,1
108,578,1,245,2,1,NaN,3,1
109,456,1,245,2,1,1,1,1
110,NaN,1,245,1,1,1,2,1
111,NaN,1,245,1,0,NaN,3,1
112,1239,1,245,2,0,NaN,3,1
113,706,1,245,2,1,1,1,1
114,1128,1,245,2,0,0,2,1
115,831,1,245,2,0,1,1,1
116,1112,1,245,2,0,0,2,1
117,551,1,245,2,1,NaN,3,1
118,NaN,1,245,1,0,1,2,1
119,NaN,1,245,1,1,0,1,1
120,751,1,245,2,1,NaN,3,1
1,1006,2,246,2,1,1,1,1
2,1058,2,246,2,0,0,2,1
3,1356,2,246,2,1,1,3,1
4,710,2,246,2,1,1,1,1
5,395,2,246,2,1,1,3,1
6,NaN,2,246,1,1,1,2,1
7,658,2,246,2,1,1,3,1
8,499,2,246,2,1,1,1,1
9,1302,2,246,2,1,0,2,1
10,461,2,246,2,1,1,3,1
11,515,2,246,2,1,1,1,1
12,1173,2,246,2,0,0,2,1
13,396,2,246,2,1,1,1,1
14,986,2,246,2,1,1,3,1
15,NaN,2,246,1,1,1,2,1
16,449,2,246,2,0,1,1,1
17,707,2,246,2,1,0,2,1
18,406,2,246,2,1,1,3,1
19,NaN,2,246,1,0,0,1,1
20,655,2,246,2,0,0,2,1
21,453,2,246,2,1,1,3,1
22,1492,2,246,2,0,0,2,1
23,717,2,246,2,0,1,3,1
24,571,2,246,2,1,1,1,1
25,844,2,246,2,1,1,1,1
26,732,2,246,2,0,0,2,1
27,971,2,246,2,1,1,3,1
28,1052,2,246,2,1,0,2,1
29,NaN,2,246,1,0,0,1,1
30,NaN,2,246,1,0,0,3,1
31,1356,2,246,2,0,1,1,1
32,1067,2,246,2,1,1,3,1
33,835,2,246,2,0,0,2,1
34,637,2,246,2,0,0,2,1
35,NaN,2,246,1,0,0,1,1
36,979,2,246,2,1,1,3,1
37,1124,2,246,2,1,1,3,1
38,866,2,246,2,0,0,2,1
39,1069,2,246,2,1,1,1,1
40,807,2,246,2,0,1,1,1
41,NaN,2,246,1,1,1,2,1
42,NaN,2,246,1,0,0,3,1
43,1116,2,246,2,0,0,2,1
44,NaN,2,246,1,0,0,3,1
45,1175,2,246,2,1,1,1,1
46,NaN,2,246,1,0,0,3,1
47,1167,2,246,2,1,1,1,1
48,941,2,246,2,1,0,2,1
49,NaN,2,246,1,0,0,3,1
50,1624,2,246,2,0,1,1,1
51,NaN,2,246,1,1,1,2,1
52,1580,2,246,2,0,1,1,1
53,1651,2,246,2,0,1,3,1
54,NaN,2,246,1,1,1,2,1
55,1208,2,246,2,1,1,3,1
56,NaN,2,246,1,1,1,2,1
57,1377,2,246,2,0,1,1,1
58,1557,2,246,2,0,1,1,1
59,NaN,2,246,1,0,1,2,1
60,NaN,2,246,1,1,0,3,1
61,995,2,246,2,1,1,3,1
62,724,2,246,2,1,1,1,1
63,NaN,2,246,1,1,1,2,1
64,1535,2,246,2,0,0,2,1
65,940,2,246,2,1,1,1,1
66,549,2,246,2,1,1,3,1
67,NaN,2,246,1,0,0,3,1
68,NaN,2,246,1,0,1,2,1
69,805,2,246,2,1,1,1,1
70,NaN,2,246,1,0,0,1,1
71,NaN,2,246,1,1,0,3,1
72,NaN,2,246,1,1,1,2,1
73,1271,2,246,2,0,0,2,1
74,1570,2,246,2,1,1,1,1
75,796,2,246,2,0,1,3,1
76,955,2,246,2,0,1,1,1
77,NaN,2,246,1,0,0,3,1
78,1199,2,246,2,0,0,2,1
79,878,2,246,2,1,0,2,1
80,1564,2,246,2,0,1,3,1
81,NaN,2,246,1,0,0,1,1
82,967,2,246,2,1,1,1,1
83,1377,2,246,2,1,1,3,1
84,NaN,2,246,1,1,1,2,1
85,1424,2,246,2,1,1,1,1
86,NaN,2,246,1,0,1,2,1
87,1302,2,246,2,0,1,3,1
88,NaN,2,246,1,0,1,2,1
89,NaN,2,246,1,0,0,1,1
90,1268,2,246,2,1,1,3,1
91,1020,2,246,2,0,0,2,1
92,1132,2,246,2,1,1,3,1
93,1524,2,246,2,1,1,1,1
94,NaN,2,246,1,0,0,3,1
95,440,2,246,2,0,0,2,1
96,1419,2,246,2,1,1,1,1
97,NaN,2,246,1,0,0,1,1
98,1480,2,246,2,0,0,2,1
99,NaN,2,246,1,0,0,3,1
100,NaN,2,246,1,0,0,1,1
101,1197,2,246,2,1,0,2,1
102,NaN,2,246,1,0,0,3,1
103,NaN,2,246,1,1,1,2,1
104,NaN,2,246,1,1,0,1,1
105,1369,2,246,2,1,1,3,1
106,1592,2,246,2,0,0,2,1
107,1764,2,246,2,1,1,1,1
108,1124,2,246,2,1,1,3,1
109,NaN,2,246,1,1,1,2,1
110,1907,2,246,2,1,1,1,1
111,NaN,2,246,1,0,0,3,1
112,NaN,2,246,1,0,1,2,1
113,NaN,2,246,1,0,0,3,1
114,NaN,2,246,1,0,0,1,1
115,NaN,2,246,1,0,0,3,1
116,NaN,2,246,1,0,0,1,1
117,1354,2,246,2,1,0,2,1
118,637,2,246,2,0,1,1,1
119,468,2,246,2,0,1,3,1
120,923,2,246,2,0,0,2,1
1,1390,1,247,2,1,1,1,1
2,NaN,1,247,1,1,NaN,3,1
3,NaN,1,247,1,1,1,2,1
4,NaN,1,247,1,0,0,1,1
5,802,1,247,2,0,NaN,3,1
6,700,1,247,2,0,0,2,1
7,733,1,247,2,1,1,1,1
8,NaN,1,247,1,0,NaN,3,1
9,481,1,247,2,0,0,2,1
10,768,1,247,2,0,0,2,1
11,957,1,247,2,1,NaN,3,1
12,1385,1,247,2,1,1,1,1
13,1185,1,247,2,0,0,2,1
14,NaN,1,247,1,1,0,1,1
15,731,1,247,2,0,NaN,3,1
16,683,1,247,2,1,0,2,1
17,NaN,1,247,1,0,0,1,1
18,416,1,247,2,0,NaN,3,1
19,330,1,247,2,0,1,1,1
20,NaN,1,247,1,1,1,2,1
21,471,1,247,2,1,NaN,3,1
22,418,1,247,2,0,0,2,1
23,NaN,1,247,1,1,NaN,3,1
24,NaN,1,247,1,1,0,1,1
25,663,1,247,2,1,1,1,1
26,NaN,1,247,1,1,1,2,1
27,680,1,247,2,1,NaN,3,1
28,730,1,247,2,0,0,2,1
29,802,1,247,2,1,1,1,1
30,609,1,247,2,1,NaN,3,1
31,NaN,1,247,1,0,1,2,1
32,NaN,1,247,1,0,NaN,3,1
33,709,1,247,2,1,1,1,1
34,611,1,247,2,1,NaN,3,1
35,NaN,1,247,1,0,1,2,1
36,NaN,1,247,1,0,0,1,1
37,580,1,247,2,1,NaN,3,1
38,674,1,247,2,1,0,2,1
39,NaN,1,247,1,0,0,1,1
40,NaN,1,247,1,1,1,2,1
41,347,1,247,2,1,1,1,1
42,NaN,1,247,1,0,NaN,3,1
43,NaN,1,247,1,1,0,1,1
44,485,1,247,2,0,0,2,1
45,660,1,247,2,0,NaN,3,1
46,507,1,247,2,0,0,2,1
47,1402,1,247,2,0,NaN,3,1
48,NaN,1,247,1,0,0,1,1
49,NaN,1,247,1,0,0,1,1
50,NaN,1,247,1,1,1,2,1
51,405,1,247,2,0,NaN,3,1
52,398,1,247,2,1,1,1,1
53,438,1,247,2,1,NaN,3,1
54,456,1,247,2,0,0,2,1
55,NaN,1,247,1,0,NaN,3,1
56,NaN,1,247,1,0,1,2,1
57,524,1,247,2,1,1,1,1
58,545,1,247,2,1,NaN,3,1
59,659,1,247,2,0,0,2,1
60,NaN,1,247,1,0,0,1,1
61,1123,1,247,2,0,NaN,3,1
62,913,1,247,2,0,1,1,1
63,1474,1,247,2,0,0,2,1
64,1137,1,247,2,1,1,1,1
65,NaN,1,247,1,1,1,2,1
66,485,1,247,2,1,NaN,3,1
67,1651,1,247,2,0,1,1,1
68,NaN,1,247,1,0,1,2,1
69,1795,1,247,2,0,NaN,3,1
70,NaN,1,247,1,0,1,2,1
71,NaN,1,247,1,0,NaN,3,1
72,1395,1,247,2,1,1,1,1
73,367,1,247,2,1,1,1,1
74,1199,1,247,2,1,NaN,3,1
75,739,1,247,2,0,0,2,1
76,NaN,1,247,1,0,0,1,1
77,NaN,1,247,1,1,1,2,1
78,246,1,247,2,1,NaN,3,1
79,826,1,247,2,0,1,1,1
80,1026,1,247,2,1,NaN,3,1
81,569,1,247,2,0,0,2,1
82,NaN,1,247,1,1,0,1,1
83,1562,1,247,2,1,0,2,1
84,788,1,247,2,1,NaN,3,1
85,1114,1,247,2,1,0,2,1
86,1796,1,247,2,0,NaN,3,1
87,1240,1,247,2,1,1,1,1
88,1626,1,247,2,0,0,2,1
89,1552,1,247,2,0,NaN,3,1
90,NaN,1,247,1,1,0,1,1
91,715,1,247,2,1,0,2,1
92,490,1,247,2,1,1,1,1
93,712,1,247,2,0,NaN,3,1
94,NaN,1,247,1,0,0,1,1
95,848,1,247,2,0,NaN,3,1
96,1509,1,247,2,0,0,2,1
97,1798,1,247,2,0,NaN,3,1
98,1918,1,247,2,1,1,1,1
99,370,1,247,2,0,0,2,1
100,NaN,1,247,1,0,NaN,3,1
101,719,1,247,2,1,1,1,1
102,734,1,247,2,0,0,2,1
103,NaN,1,247,1,0,NaN,3,1
104,634,1,247,2,1,0,2,1
105,311,1,247,2,1,1,1,1
106,NaN,1,247,1,0,0,1,1
107,NaN,1,247,1,1,1,2,1
108,NaN,1,247,1,1,NaN,3,1
109,1534,1,247,2,0,NaN,3,1
110,NaN,1,247,1,1,1,2,1
111,1060,1,247,2,1,1,1,1
112,NaN,1,247,1,1,1,2,1
113,559,1,247,2,1,1,1,1
114,1722,1,247,2,0,NaN,3,1
115,1233,1,247,2,0,NaN,3,1
116,NaN,1,247,1,0,0,1,1
117,1474,1,247,2,0,0,2,1
118,NaN,1,247,1,0,NaN,3,1
119,NaN,1,247,1,1,1,2,1
120,NaN,1,247,1,0,0,1,1
1,1508,1,248,2,1,1,1,1
2,1210,1,248,2,0,0,2,1
3,1120,1,248,2,1,NaN,3,1
4,626,1,248,2,0,NaN,3,1
5,746,1,248,2,1,1,1,1
6,NaN,1,248,1,1,1,2,1
7,NaN,1,248,1,0,0,1,1
8,NaN,1,248,1,1,1,2,1
9,472,1,248,2,0,NaN,3,1
10,1118,1,248,2,1,1,1,1
11,603,1,248,2,1,NaN,3,1
12,NaN,1,248,1,0,1,2,1
13,985,1,248,2,0,0,2,1
14,963,1,248,2,1,1,1,1
15,NaN,1,248,1,0,NaN,3,1
16,566,1,248,2,0,NaN,3,1
17,1068,1,248,2,1,1,1,1
18,NaN,1,248,1,0,1,2,1
19,1500,1,248,2,0,1,1,1
20,925,1,248,2,1,NaN,3,1
21,1327,1,248,2,1,0,2,1
22,NaN,1,248,1,0,NaN,3,1
23,NaN,1,248,1,1,1,2,1
24,692,1,248,2,1,1,1,1
25,NaN,1,248,1,1,1,2,1
26,NaN,1,248,1,0,0,1,1
27,413,1,248,2,1,NaN,3,1
28,NaN,1,248,1,1,NaN,3,1
29,744,1,248,2,1,0,2,1
30,901,1,248,2,1,1,1,1
31,1034,1,248,2,1,NaN,3,1
32,1037,1,248,2,0,0,2,1
33,NaN,1,248,1,1,0,1,1
34,1255,1,248,2,1,NaN,3,1
35,NaN,1,248,1,0,0,1,1
36,442,1,248,2,0,0,2,1
37,NaN,1,248,1,0,0,1,1
38,1433,1,248,2,0,0,2,1
39,704,1,248,2,1,NaN,3,1
40,NaN,1,248,1,0,NaN,3,1
41,1055,1,248,2,0,0,2,1
42,406,1,248,2,1,1,1,1
43,NaN,1,248,1,0,NaN,3,1
44,425,1,248,2,0,0,2,1
45,404,1,248,2,1,1,1,1
46,705,1,248,2,0,NaN,3,1
47,596,1,248,2,1,1,1,1
48,627,1,248,2,0,0,2,1
49,NaN,1,248,1,1,0,1,1
50,NaN,1,248,1,1,1,2,1
51,485,1,248,2,0,NaN,3,1
52,NaN,1,248,1,0,1,2,1
53,695,1,248,2,1,1,1,1
54,805,1,248,2,0,NaN,3,1
55,673,1,248,2,1,0,2,1
56,1776,1,248,2,1,1,1,1
57,NaN,1,248,1,0,NaN,3,1
58,NaN,1,248,1,0,NaN,3,1
59,NaN,1,248,1,0,0,1,1
60,1012,1,248,2,0,0,2,1
61,1002,1,248,2,1,1,1,1
62,830,1,248,2,0,0,2,1
63,259,1,248,2,1,NaN,3,1
64,990,1,248,2,1,1,1,1
65,1587,1,248,2,0,0,2,1
66,NaN,1,248,1,0,NaN,3,1
67,NaN,1,248,1,1,NaN,3,1
68,NaN,1,248,1,0,1,2,1
69,952,1,248,2,1,1,1,1
70,NaN,1,248,1,0,NaN,3,1
71,NaN,1,248,1,0,0,1,1
72,666,1,248,2,1,0,2,1
73,NaN,1,248,1,0,1,2,1
74,901,1,248,2,0,NaN,3,1
75,NaN,1,248,1,0,0,1,1
